,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,99
1,18,7,6,2,1,11,1,1,1,0,8,0,1,0,9,8,1,1,0,1,1,0,4,10,12,0,5,4,13,0,3,3,1,0,0,2,0,3,7,7,10,0,3,0,0,0,0,0,2,6,2,0,1,0,1,7,2,12,14
2,7,12,8,5,0,15,1,1,0,2,8,0,0,0,2,0,1,0,0,3,0,1,0,9,11,0,3,1,7,0,0,0,1,0,0,0,0,2,3,3,2,1,2,2,0,0,0,6,5,0,0,1,1,0,0,0,0,12,17
3,1,3,4,6,1,4,0,3,1,1,0,0,2,0,2,1,1,0,0,1,0,0,0,3,5,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,2,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,6
4,2,6,2,4,1,9,5,15,9,3,36,3,3,0,0,2,1,1,0,2,0,1,1,6,12,0,1,0,3,0,0,0,0,0,1,0,0,4,1,4,4,0,3,1,0,0,0,4,1,0,0,0,0,0,0,0,0,6,7
5,2,0,0,2,27,1,1,1,2,1,2,5,29,32,3,1,2,1,0,0,1,1,11,3,6,2,6,1,11,0,1,1,0,0,0,0,6,2,11,5,6,0,2,1,1,0,0,2,3,0,1,1,0,1,2,0,1,8,16
6,5,1,5,1,0,11,0,3,2,1,10,0,0,0,10,11,7,2,0,0,0,0,3,9,14,0,3,2,10,0,4,0,0,3,0,0,0,1,2,6,4,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,3,7
7,0,2,1,4,1,0,2,0,9,10,0,1,4,1,0,0,2,0,0,0,0,0,2,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2
8,1,0,2,13,0,1,1,4,1,2,7,0,0,0,1,0,0,2,0,1,0,0,2,4,4,0,1,2,7,0,0,0,0,0,0,0,0,1,4,0,2,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0
9,0,0,0,9,0,1,4,1,2,12,7,1,6,0,0,1,1,2,1,3,1,0,3,4,7,0,2,0,3,0,0,3,0,1,0,0,0,2,2,6,4,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,3,4
10,1,0,0,6,4,0,4,1,8,4,3,18,101,5,19,6,8,1,3,9,2,7,14,10,15,1,3,2,17,0,2,1,0,1,0,0,0,4,7,15,3,1,4,0,0,0,0,2,0,1,3,1,1,0,2,0,0,6,7
11,2,9,3,12,0,7,0,4,2,7,2,5,0,2,13,11,12,18,0,0,0,0,0,14,25,1,5,1,11,0,3,1,1,0,0,0,0,7,4,5,6,0,6,18,1,0,0,0,1,0,0,0,0,1,0,0,0,10,13
12,2,0,0,2,0,0,0,0,2,14,1,1,10,3,5,1,2,1,1,2,1,1,8,6,8,0,2,0,8,0,0,0,0,1,0,0,0,2,3,3,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5
13,1,1,2,5,4,1,3,3,4,30,2,16,35,7,7,3,4,5,22,8,4,11,25,15,23,0,5,1,18,0,0,1,0,0,0,0,0,4,9,19,6,1,6,0,1,0,0,0,2,0,1,0,1,0,0,0,0,5,16
14,3,0,0,3,8,1,0,0,2,7,1,4,22,53,3,6,3,4,2,3,1,3,72,8,20,0,9,2,21,0,3,1,0,0,0,0,0,5,12,15,6,1,5,0,0,0,0,8,5,0,1,1,0,0,0,0,0,13,17
15,2,0,1,1,0,3,0,0,1,12,3,1,0,0,3,109,21,4,0,0,0,0,3,19,14,0,20,2,12,0,1,0,0,0,0,0,0,2,6,11,4,1,2,3,2,0,0,3,4,1,0,0,0,0,0,0,0,6,5
16,5,0,0,1,0,5,2,0,0,3,6,3,2,1,67,60,59,5,0,7,5,3,6,64,53,1,23,4,34,1,8,4,0,5,0,0,0,6,20,30,9,1,2,4,1,0,3,2,2,0,1,0,0,0,3,0,0,9,24
17,1,5,1,1,0,0,1,1,2,7,4,0,0,1,9,67,17,9,0,0,2,0,1,30,24,0,16,6,18,0,5,1,0,1,0,0,0,7,11,8,11,0,4,6,1,0,1,5,9,3,3,3,1,0,0,0,0,7,13
18,1,3,0,3,0,1,0,4,3,4,19,3,0,0,6,3,7,8,2,8,3,0,4,11,17,0,3,2,19,1,3,2,1,1,0,0,0,3,6,4,3,1,3,4,1,0,0,1,0,0,0,1,0,0,0,0,1,9,9
19,1,0,0,0,0,0,0,0,0,0,0,2,6,4,0,2,1,0,1,0,1,2,3,2,1,1,0,2,3,0,5,0,0,0,0,0,0,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,0,0,0,1,1,0,0,1,4,8,2,1,0,0,2,7,3,7,0,2,5,1,6,11,15,0,8,0,25,1,0,1,0,0,0,0,1,0,9,9,2,0,1,0,1,0,0,2,3,2,1,0,3,0,0,0,0,11,16
21,0,0,0,0,1,2,0,1,1,4,0,0,1,4,0,0,0,1,0,4,0,0,5,4,3,0,1,1,12,0,1,1,0,1,0,0,0,4,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,6
22,0,0,0,1,0,0,0,0,0,5,0,4,3,4,0,0,0,0,1,1,1,2,13,2,5,0,3,2,7,0,0,1,0,0,0,0,0,1,3,1,6,0,3,0,0,0,0,2,0,0,0,1,0,0,1,0,0,3,4
23,5,0,1,0,11,0,2,1,1,15,5,3,31,127,1,10,4,3,1,11,4,10,59,16,39,15,12,2,29,1,6,3,3,2,0,0,0,6,14,28,9,4,30,3,3,0,1,17,4,0,3,5,1,0,1,0,0,26,33
24,4,2,2,4,2,7,0,0,3,10,6,0,1,0,13,28,26,9,0,5,3,2,7,70,110,2,121,9,64,0,10,5,2,2,1,0,0,13,43,46,15,6,24,19,4,0,3,7,12,5,2,0,0,0,0,0,0,23,41
25,2,2,1,3,1,4,3,5,0,2,13,3,2,5,1,19,10,11,3,9,4,0,5,68,67,1,22,4,88,2,4,2,4,6,0,1,0,33,53,76,40,3,86,15,7,0,4,10,5,1,1,1,0,0,1,1,1,21,52
26,0,0,0,0,1,2,0,0,0,0,1,3,2,2,1,1,0,0,0,1,0,4,28,2,14,10,4,1,8,1,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,6
27,2,2,1,2,0,1,1,1,1,11,1,2,0,5,11,24,14,3,0,1,5,0,9,172,38,1,16,25,44,0,13,0,2,2,0,1,0,7,28,45,22,1,6,7,2,0,2,11,15,2,2,0,3,0,1,0,0,17,51
28,0,0,1,0,0,0,1,0,0,3,1,0,0,1,2,6,5,1,0,2,0,0,4,15,17,0,36,15,38,0,15,3,0,0,0,0,0,2,4,23,8,0,3,4,2,0,0,1,3,1,0,0,0,0,0,0,0,5,11
29,3,2,3,3,3,2,4,5,3,10,2,2,4,9,1,9,8,3,0,16,4,2,11,22,40,5,30,25,84,1,16,23,9,3,3,1,0,24,43,182,99,5,5,3,17,1,3,26,16,2,3,1,0,0,0,0,3,32,127
30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,6,2,2,2,1,7,1,1,1,5,7,2,2,2,2,19,5,0,1,5,4,0,8,22,16,1,41,30,42,0,6,10,17,14,1,1,0,3,7,20,2,2,3,9,0,0,1,7,5,1,1,1,1,0,0,0,1,14,12
