,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
10,2429,3296,1807,1870,5705,2059,2437,1922,2089,3501,0,3016,3611,4868,1821,2835,1583,1203,3524,2298,2723,3545,4072,2049,1631,5102,3148,2814,2178,3120,3949,4198,5105,4365,7241,6464,7616
11,6436,8655,5334,3239,2494,5586,1647,3327,1694,1113,3016,0,1537,3417,5260,4687,4328,2151,1580,1775,1654,1794,2621,3236,2657,3651,4217,3568,2738,2700,4744,2914,5776,6034,7108,7721,4147
12,5962,7221,4860,4956,1798,5112,2550,5008,2718,1316,3611,1537,0,3518,5241,4668,4309,4233,1037,1704,1433,1556,2722,3817,3238,3752,3478,3347,2526,3300,4532,2693,5555,6615,6290,7882,3446
13,7219,8232,6117,6213,4975,6369,6554,6265,6432,3682,4868,3417,3518,0,6431,5858,5723,5243,2355,2946,2983,1705,743,4407,3512,1402,5388,4034,3398,2820,6029,4483,6325,7205,8461,8988,6556
14,4442,8461,4240,6136,6698,2823,3938,6188,2760,5405,1821,5260,5241,6431,0,1149,1405,2674,4756,3650,4075,4777,5604,1848,2383,6394,4080,3566,2930,3540,5141,4950,7237,5561,7573,7756,8848
15,5669,7888,4567,5563,6125,3279,4365,5615,5782,4832,2835,4687,4668,5858,1149,0,721,2770,4010,2904,3329,4031,5458,1772,1997,6488,3102,3361,3984,3300,4808,5121,4811,4431,5027,5210,9019
16,3494,5713,3292,3388,5766,3124,4629,3440,3607,4473,1583,4328,4309,5723,1405,721,0,2059,3640,2489,2914,3661,5088,1309,1627,6118,2689,3005,2369,3240,1800,4389,4561,4181,4777,4960,7732
17,3130,4633,2452,2124,5810,2704,2352,2176,2343,3220,1203,2151,4233,5243,2674,2770,2059,0,3591,1970,3210,3612,4139,2116,1698,5169,3215,3267,2631,3540,4016,4651,5172,4432,6406,6719,7683
18,5875,8094,4773,4569,2497,5025,3060,4621,3209,1517,3524,1580,1037,2355,4756,4010,3640,3591,0,1389,1426,778,1605,2850,2271,2635,3831,3399,2338,3840,4344,2848,5710,5648,6722,7335,4441
19,4169,6988,3967,3463,3161,3799,2791,3515,2839,1868,2298,1775,1704,2946,3650,2904,2489,1970,1389,0,767,1469,2296,1711,1132,3326,2692,2260,1877,1980,3793,2224,5249,4509,5583,6008,4777
20,4594,7413,4392,3888,2890,4224,3034,3940,3081,1597,2723,1654,1433,2983,4075,3329,2914,3210,1426,767,0,1412,2239,2134,1555,3269,3115,2624,1623,2040,3629,1970,4832,4932,6919,6619,4523
21,5896,8115,4794,4590,3352,5046,4931,4642,4809,2719,3545,1794,1556,1705,4777,4031,3661,3612,778,1469,1412,0,1114,2905,2326,1604,3886,2736,2100,2941,4731,2981,5027,5703,7163,7390,5054
22,6423,7382,5321,5417,4179,5573,5758,5469,5636,2886,4072,2621,2722,743,5604,5458,5088,4139,1605,2296,2239,1114,0,3648,2753,643,4629,3275,2639,1740,5270,3724,5566,6446,7702,8133,5797
23,3920,5479,3298,3694,5274,3550,3435,3799,3428,3981,2049,3236,3817,4407,1848,1772,1309,2116,2850,1711,2134,2905,3648,0,846,4612,1476,1631,1613,1860,2355,3633,2986,3440,4356,4539,6826
24,3502,5061,2880,3276,4695,3132,3017,3381,3010,3402,1631,2657,3238,3512,2383,1997,1627,1698,2271,1132,1555,2326,2753,846,0,4103,1685,1253,1027,1500,2786,3047,3822,3082,4197,5001,5722
25,6913,8172,6351,6447,5209,6603,6548,6499,6666,3916,5102,3651,3752,1402,6394,6488,6118,5169,2635,3326,3269,1604,643,4612,4103,0,5230,4296,3240,2316,5871,4325,6167,7047,8303,8486,6398
26,5319,7418,4397,4313,5955,4649,5355,4365,4532,4122,3148,4217,3478,5388,4080,3102,2689,3215,3831,2692,3115,3886,4629,1476,1685,5230,0,1445,2063,3660,2139,3688,2626,2906,3802,4825,8161
27,4685,6904,3965,3881,4804,4315,4661,3933,4100,3511,2814,3568,3347,4034,3566,3361,3005,3267,3399,2260,2624,2736,3275,1631,1253,4296,1445,0,786,2880,1109,2365,2006,2881,2856,3039,6285
28,4049,6268,3847,3943,3803,3679,4025,3995,4162,3170,2178,2738,2526,3398,2930,3984,2369,2631,2338,1877,1623,2100,2639,1613,1027,3240,2063,786,0,1920,1722,1436,2752,3812,2326,2509,5238
29,4680,4440,3360,3840,3840,4080,3240,2640,3420,2820,3120,2700,3300,2820,3540,3300,3240,3540,3840,1980,2040,2941,1740,1860,1500,2316,3660,2880,1920,0,3000,3124,2760,4380,3480,2880,5820
30,6260,8479,5198,5247,5816,5450,5828,5299,5466,5176,3949,4744,4532,6029,5141,4808,1800,4016,4344,3793,3629,4731,5270,2355,2786,5871,2139,1109,1722,3000,0,2438,1368,3772,2348,2531,7729
31,6069,8288,5292,5963,4150,5699,6045,6015,6182,2857,4198,2914,2693,4483,4950,5121,4389,4651,2848,2224,1970,2981,3724,3633,3047,4325,3688,2365,1436,3124,2438,0,3056,5896,2873,3199,5802
32,8356,7815,6354,6450,7012,6606,8332,6502,6669,5719,5105,5776,5555,6325,7237,4811,4561,5172,5710,5249,4832,5027,5566,2986,3822,6167,2626,2006,2752,2760,1368,3056,0,3418,1412,1595,6660
