,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
27,999999,14563,10344,8655,14311,8638,9811,7999,7913,8734,5363,7234,8630,11171,5969,4561,3934,4816,7371,4310,4961,7822,10199,2231,2254,8685,1911,0,1210,5773,1407,3116,2689,7760,5592,7323,57825
28,999999,15089,11152,8372,13458,9576,8958,7772,7128,7881,6014,6381,7777,10275,6907,5498,4871,4582,6518,3472,4108,6969,9303,3168,2347,7789,3121,1210,0,4877,2149,1938,3303,9633,5299,7007,56929
29,999999,17511,14766,10832,10871,13783,9553,11113,8978,7569,10180,6805,6454,6377,11469,10060,9433,8517,5331,5882,4883,4102,5341,7730,6621,3477,7684,5773,4877,0,6632,3568,7038,12975,6216,8719,52052
30,999999,15934,11193,10129,15584,9493,11085,9473,9160,10008,6837,8508,9904,12403,6825,5416,4789,6147,8644,5556,6242,9103,11431,3086,3561,9917,2766,1407,2149,6632,0,3147,1865,7900,5115,6733,58684
31,999999,16076,13045,9407,13456,11469,9095,9346,7798,8013,7942,6518,7862,9604,8835,7426,6799,6521,6575,3871,4252,6678,8632,5096,4287,6962,5027,3116,1938,3568,3147,0,3828,10071,3703,6577,55620
32,999999,17202,12971,11283,16738,11059,12239,10627,10313,11161,7991,9661,11057,13216,8390,6981,6354,7301,9798,6710,7395,10166,12246,4651,4715,10431,4332,2689,3303,7038,1865,3828,0,6330,3833,4992,58770
33,999999,21912,15894,15757,22405,13632,17533,15101,15230,16649,12465,15173,16724,19154,10873,9403,9494,12286,15464,12132,13179,16196,18183,9654,10838,16315,7518,7760,9633,12975,7900,10071,6330,0,7538,7095,64218
34,999999,19791,15560,13034,16302,13984,12722,13215,11425,11130,10579,10055,10979,12395,11323,9914,9287,9478,9692,7497,7879,9524,11424,7584,6967,9332,7264,5592,5299,6216,5115,3703,3833,7538,0,3105,57192
35,999999,21513,17282,15593,18805,15706,15167,14937,13863,14093,12302,12590,13988,14897,13039,11631,11004,11186,12655,9936,10324,12027,13927,9301,8675,11834,8981,7323,7007,8719,6733,6577,4992,7095,3105,0,59687
36,999999,68444,65702,61768,59406,64808,60318,62049,60003,58334,61205,57829,56803,54259,62564,61155,60528,59542,55955,56907,55908,54094,53223,58825,57646,51207,59118,57825,56929,52052,58684,55620,58770,64218,57192,59687,0
