place_id,id,name,lat,lng,rating,user_ratings_total,vicinity,types
ChIJVVVFaACqAWARTiBmMRQ2LBg,fec625daa844917d50bce594b0c70e936fd5fc62,Kyoto Kitcho Arashiyama,35.0136378,135.6746479,4.4,96,"58 Sagatenryuji Susukinobabacho, Ukyo Ward, Kyoto","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJv-qH8gCqAWARNnRPlFLR8-o,4c18b29d8dfe80c9f5ee6f124699279e934d7f90,Cafe Hassui,35.013385,135.67342,4.3,113,"12 Sagatenryuji Susukinobabacho, Ukyo Ward, Kyoto","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJpZPza_-pAWARHEYIbyUB8Es,3e316cafa9b6e0f299237ce30e721206b2067578,Unagi Hirokawa,35.016909,135.6769926,4.2,967,"44-1 Sagatenryuji Kitatsukurimichicho, Ukyo Ward, Kyoto","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ4wJuh_-pAWARNas-Mw92TSo,82193d987f05d34508b797f9966e8aed6b74b027,Seizan Sodo,35.0153182,135.6769978,4.2,77,"63 Sagatenryuji Susukinobabacho, Ukyo Ward, Kyoto","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ9ZvoWFUHAWAROigqvbGbwq8,4188bd0c2cd7b485a32ddee9e70fbb30ff2f88d2,Tofu dishes Matsugae,35.0137159,135.6771482,4.2,90,"Kyoto, Ukyo Ward, Sagatenryuji Susukinobabacho, 3","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ6ZeVJvypAWARRoW2McAzbTU,4438dcb50fcf40d2bb9e7c7c2d0776f357b55514,Nishiki,35.0119256,135.6794947,4.3,97,"Kyoto, Ukyo Ward, 嵯峨嵐山中ノ島公園内","['restaurant', 'food', 'point_of_interest', 'establishment']"
