place_id,id,name,lat,lng,rating,user_ratings_total,vicinity,types
ChIJi3CsmTmqAWAR0pV6QRGvt1c,d41ca1f3470b177f985026e8afb48c523383e981,Otagi Nenbutsuji Temple,35.031391,135.661106,4.6,331,"2-5 Sagatoriimoto Fukatanicho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJOep9dT2qAWARHP2_vqhY5Tg,869d8f821b4b6260672ca633b8d887aea99f4ea6,Adashino Nenbutsuji Temple,35.02684670000001,135.6645764,4.2,420,"Kyoto, Ukyo Ward, Sagaasahicho, 鳥居本化野町 17番地","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJs0TcWxeqAWARRqWacVEoXL4,740a3c1a0f484957822746e1017d9afa6466cb8d,Giouji Temple,35.0234963,135.6668196,4.4,592,"３２ Sagatoriimoto Kozakacho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ3UMrWheqAWARpknNL6pPmk8,0630d6c026863309ea03ceb08b73492a37628d80,Takiguchi-dera Temple,35.0230168,135.6665524,3.1,36,"10-4 Sagakameyamacho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJX1UlZhqqAWARvCl54vRv0GE,66002fb3212e0ba4ddc7be90586ad326ffaf2482,Nison-in Temple,35.0216324,135.6688715,4.2,398,"２７ Saganisonin Monzen Chojincho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJNe6XkxuqAWARdYhbyEdJvXg,1ce5bcf5a975e46c99500f9cd2af480cf98f3ebb,Enrian Temple,35.0229879,135.6708346,4,62,"2 Saganisonin Monzen Zenkoji Yamacho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJLezS6BiqAWARxrwC3nDqLDg,62dc5b395fda17520e452388c59a3dab3d8806a5,Hongwanji Temple,35.026845,135.670139,5,3,"21 Sagatoriimoto Kitadaicho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ0QzTAB2qAWAR1KIqrbZxO38,800742fe64e53e3e86e8391b40602f8d1f67b3e8,Seiryoji (Sagashaka-do) Temple,35.0237359,135.6745151,4.2,443,"46 Sagashakadofujinokicho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJMVbL5RyqAWARw8qpX6rzPkI,7c1766aff980e4f5f39dfea0e37e484169f4883c,Houkyō-in Temple,35.0225121,135.6735724,4.3,89,"9 Sagashakado Monzen Minamichuincho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ3_zc5xmqAWARu7vVjfwCC2A,168afe756f551770c52b5ab8bedc6f29de3b9f2f,Danrinji Temple,35.02375000000001,135.667445,2,23,"2-10 Sagatoriimoto Kozakacho, Ukyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
