place_id,id,name,lat,lng,rating,user_ratings_total,vicinity,types
ChIJlRJ8NpIIAWARp_R3d8G1irk,2640f0ad8adc6854cf424cf4c43eb88bc3064f0a,Yata-dera Temple,35.0088737,135.7672546,4.1,76,"Kyoto, Nakagyo Ward, 三条上る天性寺前町５２３","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJoQ-FEpQIAWAR-DQ6363gSws,2389bf5bda2cde302d1507662f928fbc1f96b097,Hachiyōzan Anyōji Temple,35.0057452,135.7673823,3.6,11,"Kyoto, Nakagyo Ward, Nakanochō (Shinkyōgokudōri), 下る東側町511","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJGX7yj5MIAWARuvPfcoD7J2Y,84175408cd1ca897d62fb14228d7a21be3d6ff4f,Daizenji Temple,35.007134,135.768057,4,3,"Kyoto, Nakagyo Ward, Matsugaecho, ４８０ 裏寺町通六角下ル","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJY7ZXWe4IAWAR5j9sORrWWE8,ece5dcc29de2a192d44f04ee44920f1a557a3586,Bukkōji Temple,35.0007199,135.7622565,4,252,"397 Shinkaicho, Shimogyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJF6yBJb4IAWARZ98_A97AdsY,1cb5961b7897a775517fcf7a99d1054509ad68bc,Shōenji Temple,35.0017956,135.7680831,2.7,3,"Kyoto, Shimogyo Ward, 富永町（河原町通）343の2 仏光寺通河原町西入ル","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJS4iqNYUIAWARyFYH6TVLWsU,6183e03421133988c37275a2ca77abaffa32cddc,Rokkakudō Temple,35.007653,135.7602521,4.2,998,"Kyoto, Nakagyo Ward, 東洞院西入堂之前町248","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ-d1OCpQIAWAR14WjS3HFmQo,4067fa0919c2bc079bcda75cc420b86ee5786d54,Takoyakushido Eifukuji Temple,35.0064971,135.7678002,4.1,180,"Kyoto, Nakagyo Ward, 新 蛸薬師東側町５０３番地","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJq6oaY5QIAWARthr2MiblJoM,5f0704a5b3af1a419abc0e8ac9ece6852173d417,Myoshinji Temple,35.0061812,135.7685007,4.7,3,"Kyoto, Nakagyo Ward, Uraderacho, 592 妙心寺","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJVVWlR5IIAWAR7SUKl9PxlEI,dddeb43c8e4abda3584a50b99635ecd9057eb52d,Tenshoji Temple,35.0093166,135.7676119,3.6,14,"522-4 Tenshojimaecho, Nakagyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJk-cpIGgJAWAROMAu7H-bsUw,6337730ecf7d461a72d368660c1ce1444cccd094,Sishinin Temple,35.0067325,135.7673527,0,0,"Nakasujicho, Nakagyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJP2dwxpUIAWARWmAZPbxlHsY,fec6b6b7ee20b58ce0ecab871e6d78031584c6ea,Shunchoji Temple,35.0033774,135.7672309,3,1,"Shimogyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJHZZeE5QIAWARt1vRdEQWA0c,8fbcc62738c8b45f88f528d7b00b630350fadb2f,Oharasan Zencho Temple,35.00555300000001,135.767427,4,2,"Kyoto, Nakagyo Ward, 新京極通蛸薬師下る東側町518","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJYc6MfpQIAWAREFwYahHnwmc,11ef93c61aa50e803d62bd1c98d22f0eb72f6bd8,Hōzōji Temple,35.0066368,135.7685128,4,136,"587 Uraderacho, Nakagyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
