place_id,id,name,lat,lng,rating,user_ratings_total,vicinity,types
ChIJPT5XP68IAWARX7selF2r880,f72f576fcdee77a99c8b59d22bb62b41b77e6b5d,京懐石 美濃吉 京都新阪急ホテル店,34.987359,135.75785,4.1,51,"Kyoto, Shimogyo Ward, 塩小路通新町東入東塩小路町579−12","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJmXsMB6gIAWARW67nuj6dCzU,2cce40f1ce6f43c565a2aecfdd8c6fc967ebb5f6,Kyoto Cuisine TANKUMA KITAMISE,34.9860599,135.752631,4.2,30,"Kyoto, Shimogyo Ward, 東堀川通塩小路下る松明町1","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ6b-HiKUIAWARd2z3ykoUuk0,98b06f2e8c622c4bf19bdbb334e9967ddd241010,Pound Kyoto Ekimae,34.9891127,135.7590256,3.9,277,"Kyoto, Shimogyo Ward, 七条通烏丸西入東境町185番1","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJBaK11K4IAWAR--VrGdA6VW0,414685b4b575d487e5aa5f5b320ff39b2c090e94,天一,34.9857393,135.7568477,3.8,27,"Kyoto, Shimogyo Ward, 塩小路下ル 東塩小路町 ジェイアール京都伊勢丹11F Karasuma-dori St","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJo_s7uR0GAWARUn9vEijZkPo,ad2082897da0e2c7d8ec86c96e76eb5d62c8d345,Ajidokoro Terasaki,34.9884584,135.7505993,4.5,24,"Kyoto, Shimogyo Ward, 猪熊通下魚棚下る樽屋町375","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJVVWVBSAGAWARPVb_GOCRvkg,bbf750446fdd56326182e38dce55846183e2a4ea,オールデイダイニング風花／京都東急ホテル,34.9951336,135.7514681,4.4,29,"Kyoto, Shimogyo Ward, 五条下ル柿本町580番地 京都東急ホテルB1F Horikawa-dori St","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJmXsMB6gIAWARmKS-SC8yJ8g,e99d6372fa94859fe9b94b368f43d10ddb99915b,Kaiseki French cuisine Gourmand Tachibana,34.9857066,135.7525028,4.4,21,"1 Taimatsucho, Shimogyo Ward, Kyoto","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJtXTn0a8IAWAR7LZ9MJr4iCQ,2269ad56c0e20f9bea4d293659716691fa8eaaa6,Teppan-yaki AOI,34.9860308,135.7527505,4.4,27,"Kyoto, Shimogyo Ward, 東堀川通り塩小路下ル松明町1番地 リーガロイヤルホテル京都B1F","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJSXsMB6gIAWARJlpCmGXzJww,67bc4383b38a59c1a63d73182a8ee0cef17b9284,French Dining Top of Kyoto,34.9861903,135.7524627,4.3,49,"Kyoto, Shimogyo Ward, Taimatsucho, 1","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ1Wow3q4IAWARawTH-Ma_nmc,07d750a5f3ce3a7f82487592b84929670eeef85a,京都吉兆,34.9861929,135.7580008,4.5,13,"Kyoto, Shimogyo Ward, 烏丸通塩小路下ル東塩小路町901","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJfz_LKaEIAWARJxwxg908x-Y,bcd1a0831265c5f699c720da66bc4a0e2f458912,馳走 陽雅,34.9940584,135.7592063,4.6,5,"220-3 Kamiyanagicho, Shimogyo Ward, 京都市下京区","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJMTFIz6AIAWARCvmqgqv-I4U,a044d77d93bed853a84b4f34d4e1fa0224aa7a25,Sushiiwa,34.9902533,135.761784,4.3,134,"Kyoto, Shimogyo Ward, 下珠数屋町通 間之町角","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJlZ08hKQIAWAR4BY_CfaEh14,83f61cb0ac0c9b92e26f1b31a30b2d066f2d8804,HANAROKU,34.99349,135.759546,4.8,24,"京都市下京区Shimogyo Ward, 京都府京都市下京区烏丸通六条下る北町190 ホテルカンラ京都 地下1階","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJF7FjtZsIAWARAbgCaaqPMmU,9de1dcefdec5ca83bf236fa7c25170a3945fee80,松山閣 松山 JR京都伊勢丹店,34.9861777,135.7582838,3.9,29,"Kyoto, Shimogyo Ward, 塩小路下ル東塩小路町 ジェイアール京都伊勢丹11階","['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJFw9Wnt4JAWARRmDXLEgN8FA,267da3762877f38776d3a4ab2aef655c86a17bb0,ビュー＆ダイニング コトシエール,34.9857859,135.7591351,4.3,6,"Kyoto, Shimogyo Ward, Higashishiokojicho, 901 ホテルグランヴィア京都15F","['restaurant', 'food', 'point_of_interest', 'establishment']"
