1,0.8644195918650639
2,0.540192340437559
3,0.4921293845065092
4,0.40078598908175456
5,0.5909163261015581
6,0.7806937727820573
7,0.4974715421116337
8,0.19721686304636685
9,0.4009342966765341
10,0.533972859811726
11,0.5748142472801535
12,0.5164706322600987
13,0.667631430924346
14,0.8874929822516733
15,0.46851295228042
16,0.8636870819277357
17,0.711929257590616
18,0.4255138884098827
19,0.4956481353047178
20,0.4225226136985528
21,0.34784986082742547
22,0.34304475960714004
23,0.7708394248846082
24,0.7687202736690547
25,0.414527287506565
26,0.4814329231377906
27,0.5654289321236212
28,0.4395794717645379
29,0.511832322808651
30,0.11364148412547023
31,0.6206826266586954
32,0.4720571074394946
33,0.5073571565067838
34,0.5829124394803885
35,0.43605505917963994
36,0.28363189182861953
37,0.3635000043754817
