ナンバリング,Places
311158,"ＪＲ京都駅（在来線）, 具体的な地名, ＪＲ京都駅（在来線）"
310729,"ＪＲ京都駅（在来線）, 京都駅周辺, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, ＪＲ京都駅（在来線）"
190252,"ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）, 東寺周辺, ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
60127,None
20335,"国道162号周山方面, 高雄方面, 嵐山方面, 河原町・新京極方面, 嵐山方面, 名神京都南インター"
130060,"阪急駅, 衣笠・御室方面, ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
170129,"ＪＲ京都駅（新幹線）, 京都駅周辺, 具体的な地名, ＪＲ京都駅（新幹線）"
230207,"名神京都東インター, 高雄方面, 松尾大社周辺, 名神京都東インター"
240320,"京都市内の宿泊施設, 祇園方面, 祇園方面, 祇園方面, 清水寺周辺, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
150384,"銀閣寺周辺, 京都駅周辺, 鞍馬方面, 不明, 二条城周辺, 名神京都南インター"
10235,"京都市内の宿泊施設, 清水寺周辺, 金閣寺周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
350093,None
20361,"阪急駅, 嵐山方面, 不明"
40314,"国道１号大阪方面, 不明"
110318,"京都市内の自宅・知人宅, 大原・八瀬方面, 京都市内の自宅・知人宅"
350467,"国道１号大阪方面, 高雄方面, 衣笠・御室方面, 嵐山方面, 国道１号大阪方面"
240262,"京都市内の自宅・知人宅, 具体的な地名, 清水寺周辺, 具体的な地名, 京都駅周辺, 不明"
280300,None
10739,"名神京都南インター, 東福寺周辺, 清水寺周辺, 京都駅周辺, 名神京都南インター"
10021,"ＪＲ京都駅（新幹線）, 清水寺周辺, 哲学の道周辺, 銀閣寺周辺, 御所周辺"
40120,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 大徳寺周辺, 具体的な地名, ＪＲ京都駅（新幹線）"
20364,"京都市内の自宅・知人宅, 祇園方面, 河原町・新京極方面, 嵐山方面, 京都市内の自宅・知人宅"
20248,"京都市内の自宅・知人宅, 嵐山方面, 京都市内の自宅・知人宅"
330250,"京都市内の宿泊施設, 大原・八瀬方面, 哲学の道周辺, 不明"
330381,"京阪駅, 鞍馬方面, 修学院・詩仙堂周辺, 京阪駅"
240280,"近鉄駅, 東福寺周辺, 清水寺周辺, 河原町・新京極方面, 近鉄駅"
270290,"京都市内の自宅・知人宅, 東福寺周辺, 哲学の道周辺, 京都市内の自宅・知人宅"
190487,"近鉄駅, 京都駅周辺, 東寺周辺, 不明"
230097,"京都市内の自宅・知人宅, 高雄方面, 高雄方面, 京都市内の自宅・知人宅"
20238,"京都市内の自宅・知人宅, 河原町・新京極方面, 嵐山方面, 京都市内の自宅・知人宅"
70223,"その他ＪＲ駅, 不明"
250018,"ＪＲ京都駅（在来線）, 祇園方面, 京都駅周辺, 清水寺周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
311180,"近鉄駅, 具体的な地名, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（在来線）"
210257,"京都市内の宿泊施設, 具体的な地名, 下鴨神社周辺, 祇園方面, 京都駅周辺, 不明"
280504,"不明, 具体的な地名, 清水寺周辺, 清水寺周辺, 祇園方面, 祇園方面"
240462,"ＪＲ京都駅（在来線）, 嵐山方面, 嵐山方面, 祇園方面, 阪急駅"
350265,"名神京都東インター, 嵐山方面, 大原・八瀬方面"
40204,"阪急駅, 金閣寺周辺, 北野天満宮周辺, 嵐山方面, 阪急駅"
230296,None
260405,"京阪駅, 伏見稲荷大社周辺, 京阪駅"
30441,"阪急駅, 具体的な地名, 銀閣寺周辺, 平安神宮周辺, 祇園方面, 阪急駅"
30081,None
210288,"京阪駅, 北山通周辺, 下鴨神社周辺, 平安神宮周辺, 京阪駅"
250255,"阪急駅, 河原町・新京極方面, 祇園方面, 清水寺周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
270080,"名神京都南インター, 東福寺周辺, 醍醐寺周辺, 名神京都南インター"
100386,"阪急駅, 嵐山方面, 祇園方面, 不明"
110144,"名神京都南インター, 大原・八瀬方面, 鞍馬方面, 不明"
70217,"ＪＲ京都駅（在来線）, 御所周辺, 平安神宮周辺, 御所周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
311134,"ＪＲ京都駅（在来線）, 京都駅周辺, ＪＲ京都駅（在来線）"
90096,"京阪駅, 東福寺周辺, 三十三間堂周辺, 清水寺周辺, 東福寺周辺, 京阪駅"
340350,"阪急駅, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 阪急駅"
80435,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, 哲学の道周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
270281,"名神京都東インター, 平安神宮周辺, 東福寺周辺, 名神京都東インター"
20610,"ＪＲ京都駅（新幹線）, 太秦方面, 嵐山方面, 不明"
311330,"京都市内の宿泊施設, 清水寺周辺, 祇園方面, 具体的な地名, 不明"
100020,None
210075,"名神京都南インター, 下鴨神社周辺, 京都駅周辺, 祇園方面, 京都駅周辺, 京都駅周辺, 不明"
330362,"京阪駅, 鞍馬方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
280609,"京都市内の自宅・知人宅, 嵐山方面, 嵯峨野方面, 河原町・新京極方面, 清水寺周辺, 不明"
60029,"京都市内の宿泊施設, 二条城周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
210121,"京都市内の自宅・知人宅, 御所周辺, 下鴨神社周辺, 東福寺周辺, 京都駅周辺, 京都市内の自宅・知人宅"
140132,"京都駅周辺, 太秦方面, 京都駅周辺"
240421,"京都市内の自宅・知人宅, 修学院・詩仙堂周辺, 銀閣寺周辺, 哲学の道周辺, 京都市内の自宅・知人宅"
300193,"京都市内の自宅・知人宅, 京都駅周辺, 伏見稲荷大社周辺, 京都駅周辺, 京都駅周辺"
260381,"京都市内の自宅・知人宅, 不明"
40280,"京都市内の宿泊施設, 嵐山方面, 太秦方面, 金閣寺周辺, 嵐山方面, 河原町・新京極方面, 京都市内の宿泊施設"
170274,"京都市内の自宅・知人宅, 京都駅周辺, 京都駅周辺, 京都市内の自宅・知人宅"
290274,"京都市内の自宅・知人宅, 具体的な地名, 河原町・新京極方面, 不明"
310001,"京都市内の宿泊施設, 三十三間堂周辺, 三十三間堂周辺, 京都市内の宿泊施設"
130387,"京都市内の自宅・知人宅, 哲学の道周辺, 哲学の道周辺, 北野天満宮周辺, 衣笠・御室方面, 不明"
190250,None
130308,"ＪＲ京都駅（新幹線）, 嵐山方面, 嵯峨野方面, 衣笠・御室方面, 京都市内の宿泊施設"
310986,"京阪駅, 清水寺周辺, 祇園方面, 平安神宮周辺, 哲学の道周辺, 銀閣寺周辺, 京阪駅"
160340,"京都市内の自宅・知人宅, 修学院・詩仙堂周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
40043,"平安神宮周辺, 金閣寺周辺, 衣笠・御室方面, 北野天満宮周辺, 河原町・新京極方面, 平安神宮周辺, 不明"
180049,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
230024,"京都市内の自宅・知人宅, 高雄方面, 不明"
180114,"京都市内の自宅・知人宅, 醍醐寺周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
50178,"国道１号大阪方面, 哲学の道周辺, 清水寺周辺, 平安神宮周辺, 国道１号大阪方面"
120020,"名神京都南インター, 衣笠・御室方面, 衣笠・御室方面, 嵐山方面, 名神京都南インター"
240391,"名神京都東インター, 清水寺周辺, 清水寺周辺, 三十三間堂周辺, 名神京都東インター"
350237,"京都市内の宿泊施設, 三十三間堂周辺, 三十三間堂周辺, 京都駅周辺, 嵯峨野方面, 嵯峨野方面, 嵐山方面, 嵐山方面, ＪＲ京都駅（新幹線）"
330307,"京都市内の宿泊施設, 鞍馬方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
180068,"ＪＲ京都駅（新幹線）, 哲学の道周辺, 衣笠・御室方面, 金閣寺周辺, 河原町・新京極方面, 京都市内の宿泊施設, 醍醐寺周辺, 花園方面, ＪＲ京都駅（新幹線）"
110180,"その他ＪＲ駅, ＪＲ京都駅（新幹線）, 大原・八瀬方面, 哲学の道周辺, ＪＲ京都駅（新幹線）, 不明"
70339,"京都市内の自宅・知人宅, 鞍馬方面, 京都市内の自宅・知人宅"
180195,"京都市内の宿泊施設, 東福寺周辺, 具体的な地名, 具体的な地名, 醍醐寺周辺, ＪＲ京都駅（在来線）"
210058,"不明, 下鴨神社周辺, 具体的な地名, 清水寺周辺, 不明"
240350,"京都市内の自宅・知人宅, 祇園方面, 下鴨神社周辺, 京都市内の自宅・知人宅"
160076,None
210342,"その他ＪＲ駅, 河原町・新京極方面, 下鴨神社周辺, 鞍馬方面, その他ＪＲ駅"
70338,"京都市内の宿泊施設, 河原町・新京極方面, 京都駅周辺, 京都市内の宿泊施設"
130175,"京福（叡電・嵐電）駅, 嵐山方面, 太秦方面, 衣笠・御室方面, ＪＲ京都駅（在来線）"
90108,"花園方面, 三十三間堂周辺, 東福寺周辺, 京都駅周辺, 不明"
90016,"名神京都東インター, 三十三間堂周辺, 三十三間堂周辺, 嵐山方面, 不明"
40275,"阪急駅, 清水寺周辺, 金閣寺周辺, 阪急駅"
220057,"阪急駅, 松尾大社周辺, 具体的な地名, 不明"
300767,"ＪＲ京都駅（在来線）, 祇園方面, ＪＲ京都駅（新幹線）"
210279,None
310269,"ＪＲ京都駅（在来線）, 京都駅周辺, 不明"
30253,"京都市内の自宅・知人宅, ＪＲ京都駅（在来線）, 銀閣寺周辺, 京都市内の自宅・知人宅"
100389,"阪急駅, 嵐山方面, 嵯峨野方面, 河原町・新京極方面, 阪急駅"
100393,"国道９号亀岡方面, 嵐山方面, 高雄方面, 嵯峨野方面, 嵐山方面, 国道９号亀岡方面"
240279,"京阪駅, 東福寺周辺, 三十三間堂周辺, 清水寺周辺, 祇園方面, 河原町・新京極方面, 京阪駅"
310009,"ＪＲ京都駅（在来線）, 清水寺周辺, 祇園方面, 祇園方面, ＪＲ京都駅（在来線）"
260307,"ＪＲ京都駅（在来線）, 東福寺周辺, 伏見稲荷大社周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
290485,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 祇園方面, 祇園方面"
160110,"近鉄駅, 京都駅周辺, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 具体的な地名, 京阪駅"
330192,None
130185,"ＪＲ京都駅（在来線）, 三十三間堂周辺, 清水寺周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
270217,"京都市内の宿泊施設, 清水寺周辺, 祇園方面, 東福寺周辺, ＪＲ京都駅（新幹線）"
190019,"ＪＲ京都駅（在来線）, 東寺周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
190132,None
130443,"京都市内の宿泊施設, 高雄方面, 嵐山方面, 京都市内の宿泊施設"
270384,"ＪＲ京都駅（在来線）, 東福寺周辺, 阪急駅"
80095,"京都市内の自宅・知人宅, 修学院・詩仙堂周辺, 哲学の道周辺, 京都駅周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
20277,"阪急駅, 嵐山方面, 嵯峨野方面, 嵐山方面, 嵐山方面"
40189,"ＪＲ京都駅（在来線）, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 京都駅周辺, ＪＲ京都駅（在来線）"
300135,"ＪＲ京都駅（新幹線）, 平安神宮周辺, 北山通周辺, 京都駅周辺, 不明"
210138,"京阪駅, 東福寺周辺, 下鴨神社周辺, 鞍馬方面, 鞍馬方面, 具体的な地名, 不明"
20220,"嵐山方面, 不明"
310968,None
230163,"国道171号神戸方面, 高雄方面, 国道162号周山方面"
210262,"名神京都南インター, 平安神宮周辺, 哲学の道周辺, 下鴨神社周辺, 不明"
210263,"名神京都南インター, 平安神宮周辺, 哲学の道周辺, 下鴨神社周辺, 不明"
50001,"京都市内の宿泊施設, 銀閣寺周辺, 嵐山方面, 不明"
180060,"京都市内の自宅・知人宅, 醍醐寺周辺, 京都市内の自宅・知人宅"
300398,"ＪＲ京都駅（新幹線）, 具体的な地名, 具体的な地名, 河原町・新京極方面, 京都市内の宿泊施設"
300466,"ＪＲ京都駅（新幹線）, 嵐山方面, 嵐山方面, 嵐山方面, 御所周辺, 不明"
310204,"京都市内の自宅・知人宅, 大徳寺周辺, 大徳寺周辺, 北山通周辺, 三十三間堂周辺, 具体的な地名, 京都駅周辺, ＪＲ京都駅（新幹線）"
270094,"国道１号大阪方面, 大原・八瀬方面, 東寺周辺, 国道１号大阪方面"
80180,None
310477,"ＪＲ京都駅（新幹線）, 東福寺周辺, 哲学の道周辺, 河原町・新京極方面, 祇園方面, 清水寺周辺, ＪＲ京都駅（在来線）"
150040,"ＪＲ京都駅（新幹線）, 鞍馬方面, 具体的な地名, 京都駅周辺, 不明"
310026,"ＪＲ京都駅（在来線）, 清水寺周辺, 祇園方面, 修学院・詩仙堂周辺, ＪＲ京都駅（在来線）"
310211,"ＪＲ京都駅（在来線）, 京都駅周辺, 不明"
80413,"京都市内の宿泊施設, 祇園方面, 哲学の道周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
330215,"京阪駅, 修学院・詩仙堂周辺, 河原町・新京極方面, 不明"
350208,"阪急駅, 嵐山方面, 河原町・新京極方面, 阪急駅"
210298,"阪急駅, 河原町・新京極方面, 下鴨神社周辺, 宝ヶ池方面, 河原町・新京極方面, 祇園方面, 河原町・新京極方面, 阪急駅"
220478,"近鉄駅, 松尾大社周辺, 京都駅周辺"
80175,"京都市内の自宅・知人宅, 哲学の道周辺, 祇園方面, 河原町・新京極方面, 京都駅周辺, 京都市内の自宅・知人宅"
170016,None
350047,"京都市内の宿泊施設, 太秦方面, 具体的な地名, 嵯峨野方面, 嵐山方面, 具体的な地名, 京都駅周辺, ＪＲ京都駅（新幹線）"
50304,"ＪＲ京都駅（新幹線）, 哲学の道周辺, 哲学の道周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）"
311137,"鞍馬方面, 鞍馬方面, 修学院・詩仙堂周辺, 嵐山方面, 具体的な地名, 具体的な地名, 京都市内の宿泊施設"
190245,"ＪＲ京都駅（新幹線）, 大徳寺周辺, 東寺周辺, 不明"
20077,"名神京都東インター, 嵐山方面, 京都駅周辺, 二条駅周辺, 東寺周辺, 名神京都東インター"
160158,"名神京都東インター, 嵐山方面, 東寺周辺, 京都駅周辺, 二条駅周辺, 名神京都東インター"
310376,None
170188,"国道９号亀岡方面, 大徳寺周辺, 京都駅周辺, 東寺周辺, 具体的な地名, 御所周辺, 国道９号亀岡方面"
270043,"名神京都南インター, 東福寺周辺, 醍醐寺周辺, 国道171号神戸方面"
310356,"ＪＲ京都駅（在来線）, 祇園方面, 清水寺周辺, 東福寺周辺, 京阪駅"
30456,"阪急駅, 平安神宮周辺, 河原町・新京極方面, 平安神宮周辺, 阪急駅"
80412,"ＪＲ京都駅（新幹線）, 哲学の道周辺, 哲学の道周辺, 祇園方面, 祇園方面, 祇園方面, 清水寺周辺, 具体的な地名"
210004,"京都市内の自宅・知人宅, 河原町・新京極方面, 下鴨神社周辺, 御所周辺, 河原町・新京極方面, 京都駅周辺, 近鉄駅"
90249,"ＪＲ京都駅（在来線）, 三十三間堂周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
280505,"京阪駅, 清水寺周辺, 清水寺周辺, 祇園方面, 河原町・新京極方面, 不明"
30449,"名神京都南インター, 哲学の道周辺, 不明"
340394,"京都市内の自宅・知人宅, 清水寺周辺, 不明"
10218,"ＪＲ京都駅（新幹線）, 清水寺周辺, 清水寺周辺, 三十三間堂周辺, 御所周辺"
270466,"名神京都南インター, 醍醐寺周辺, 東福寺周辺, 京都駅周辺, 不明"
220406,"ＪＲ京都駅（新幹線）, 京都駅周辺, 三十三間堂周辺, 東福寺周辺, 伏見稲荷大社周辺, 京都市内の宿泊施設"
90200,"京都市内の宿泊施設, 東福寺周辺, 三十三間堂周辺, 河原町・新京極方面, 京都駅周辺, 京都市内の宿泊施設"
60450,"京都市内の宿泊施設, 清水寺周辺, 哲学の道周辺, 銀閣寺周辺, 平安神宮周辺, 金閣寺周辺, 二条城周辺, ＪＲ京都駅（新幹線）"
70343,"京都市内の宿泊施設, 京都駅周辺, 河原町・新京極方面, 哲学の道周辺, 銀閣寺周辺, 御所周辺, 二条城周辺, 京都駅周辺, 京都市内の宿泊施設"
